,FECHA,EMISOR,VALOR,VALOR NOMINAL,PRECIO,NUMERO ACCIONES,VALOR EFECTIVO,PROCEDENCIA
188,2023-01-09,BANCO PICHINCHA C.A.,ACCIONES,100,87,110,9570,Q
189,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,168,361.2,Q
190,2023-01-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.71,134,95.14,Q
191,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,640,1369.6,Q
192,2023-01-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.71,450,319.5,Q
193,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,3887,8357.05,Q
194,2023-01-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.72,870,626.4,Q
195,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,505,1085.75,Q
196,2023-01-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.71,137,97.27,Q
197,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,832,1788.8,Q
198,2023-01-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
199,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,10000,21500,Q
201,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1460,3139,Q
203,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,237,509.55,Q
205,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,400,856,G
207,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,504,1083.6,G
209,2023-01-10,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,497,1068.55,G
211,2023-01-10,CERVECERIA NACIONAL CN S A,ACCIONES,1,55,18,990,Q
213,2023-01-10,CERVECERIA NACIONAL CN S A,ACCIONES,1,55,20,1100,Q
214,2023-01-10,SIEMPREVERDE SA,ACCIONES,1,2.1,36689,77046.9,G
215,2023-01-10,CERVECERIA NACIONAL CN S A,ACCIONES,1,58,33,1914,Q
216,2023-01-10,HOLCIM ECUADOR S.A.,ACCIONES,3,50,500,25000,Q
217,2023-01-10,TECATEAK SA,ACCIONES,1,3.97,12500,49625,G
218,2023-01-10,HOLCIM ECUADOR S.A.,ACCIONES,3,50,1211,60550,Q
219,2023-01-10,HOLCIM ECUADOR S.A.,ACCIONES,3,53,17,901,Q
220,2023-01-10,HOLCIM ECUADOR S.A.,ACCIONES,3,52,35,1820,Q
221,2023-01-10,HOLCIM ECUADOR S.A.,ACCIONES,3,52.99,430,22785.7,Q
222,2023-01-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
239,2023-01-11,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,1,1,1059,1059,Q
240,2023-01-11,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
241,2023-01-11,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1,1774,1774,Q
243,2023-01-11,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1,25198,25198,Q
245,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.16,100,216,G
247,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,697,1498.55,G
248,2023-01-11,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
249,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,395,849.25,G
251,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,45,96.75,G
253,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,158,339.7,Q
255,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,8458,18100.12,Q
256,2023-01-11,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,10,980,Q
257,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1163,2500.45,Q
258,2023-01-11,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,20,1960,Q
259,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,105,225.75,Q
261,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,2460,5264.4,Q
262,2023-01-11,RETRATOREC S.A.,ACCIONES,1,3.91,13642,53340.22,G
263,2023-01-11,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1396,3001.4,Q
264,2023-01-11,HOLCIM ECUADOR S.A.,ACCIONES,3,50,650,32500,Q
265,2023-01-11,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,G
282,2023-01-11,BANCO PICHINCHA C.A.,ACCIONES,100,87,31,2697,Q
283,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,855,1821.15,Q
284,2023-01-12,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
285,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1628,3467.64,Q
287,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,835,1786.9,Q
289,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1540,3280.2,Q
291,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,3000,6420,Q
293,2023-01-12,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,5346,5880.6,Q
295,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,905,1945.75,G
297,2023-01-12,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,100,215,G
300,2023-01-12,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
305,2023-01-12,BANCO BOLIVARIANO C.A.,ACCIONES,1,1,12000,12000,G
306,2023-01-12,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,450,427.5,Q
307,2023-01-12,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,134,127.3,Q
315,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,2353,5035.42,G
316,2023-01-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,140,133,Q
317,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1547,3310.58,G
318,2023-01-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,250,237.5,Q
319,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1097,2336.61,G
320,2023-01-13,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.05,4150,4357.5,Q
321,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,950,2033,Q
322,2023-01-13,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.1,459,504.9,Q
323,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,214,457.96,Q
324,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1729,3682.77,Q
325,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,332,707.16,Q
326,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,2600,5564,Q
327,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1500,3225,Q
328,2023-01-13,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,294,632.1,Q
329,2023-01-16,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
330,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,100,215,Q
332,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,2600,5564,Q
334,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1663,3558.82,Q
336,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,919,1975.85,Q
338,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1500,3225,Q
340,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,2007,4315.05,Q
342,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,1513,3252.95,Q
344,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,3000,6390,Q
346,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,7000,14910,Q
348,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,355,763.25,Q
350,2023-01-16,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,117,129.87,Q
352,2023-01-16,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,2000,2200,Q
354,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,504,1078.56,G
356,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,524,1126.6,G
358,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,3275,7008.5,G
360,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1182,2529.48,G
362,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,127,273.05,G
364,2023-01-16,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,90,192.6,G
370,2023-01-16,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
373,2023-01-16,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,50,47.5,G
374,2023-01-16,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,6000,5100,Q
375,2023-01-16,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.81,12500,10125,Q
376,2023-01-16,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,406,385.7,Q
377,2023-01-16,TECAFORTUNA SA,ACCIONES,1,3.17,20000,63400,G
378,2023-01-17,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1,5000,5000,Q
379,2023-01-17,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,13000,11050,Q
380,2023-01-17,CERVECERIA NACIONAL CN S A,ACCIONES,1,59,20,1180,G
381,2023-01-17,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,17454,14835.9,Q
382,2023-01-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1397,2989.58,Q
384,2023-01-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,465,999.75,Q
385,2023-01-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
386,2023-01-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1614,3453.96,Q
388,2023-01-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,2000,4300,Q
390,2023-01-17,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,306,654.84,Q
411,2023-01-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
412,2023-01-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
413,2023-01-17,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,5,500,Q
414,2023-01-17,TECAFORTUNA SA,ACCIONES,1,3.17,10000,31700,G
415,2023-01-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,39312,83734.56,Q
416,2023-01-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
417,2023-01-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,1386,2966.04,Q
419,2023-01-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1550,3301.5,Q
421,2023-01-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,574,1228.36,Q
423,2023-01-18,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,850,1827.5,Q
425,2023-01-18,CERVECERIA NACIONAL CN S A,ACCIONES,1,60,9,540,Q
426,2023-01-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
427,2023-01-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,20,1960,Q
428,2023-01-18,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,50,47.5,Q
429,2023-01-18,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,412,370.8,Q
430,2023-01-18,HOLCIM ECUADOR S.A.,ACCIONES,3,50,50,2500,Q
431,2023-01-18,HOLCIM ECUADOR S.A.,ACCIONES,3,51,4,204,G
433,2023-01-18,HOLCIM ECUADOR S.A.,ACCIONES,3,51,2,102,G
434,2023-01-18,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,G
446,2023-01-19,CERVECERIA NACIONAL CN S A,ACCIONES,1,60,16,960,Q
447,2023-01-19,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,5818,4945.3,Q
448,2023-01-19,CORPORACION FAVORITA C.A.,ACCIONES,1,2.16,125,270,G
449,2023-01-19,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.12,3000,3360,Q
450,2023-01-19,CORPORACION FAVORITA C.A.,ACCIONES,1,2.16,135,291.6,G
451,2023-01-19,HOLCIM ECUADOR S.A.,ACCIONES,3,53,20,1060,G
452,2023-01-19,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,5000,10650,Q
453,2023-01-20,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
454,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,999,2137.86,Q
456,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1552,3305.76,Q
458,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,513,1097.82,Q
460,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,716,1525.08,Q
462,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,16720,35613.6,Q
464,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,442,945.88,Q
466,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,225,483.75,Q
468,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,2330,4962.9,G
470,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1970,4196.1,G
472,2023-01-20,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,333,709.29,G
474,2023-01-20,CERVECERIA NACIONAL CN S A,ACCIONES,1,60,15,900,Q
487,2023-01-20,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
490,2023-01-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,2290,1946.5,Q
491,2023-01-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,5274,4482.9,Q
492,2023-01-20,HOLCIM ECUADOR S.A.,ACCIONES,3,53,50,2650,Q
493,2023-01-20,HOLCIM ECUADOR S.A.,ACCIONES,3,53,9,477,Q
494,2023-01-20,TECAFORTUNA SA,ACCIONES,1,3.05,666,2031.3,G
495,2023-01-23,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,1,1,429,429,Q
496,2023-01-23,RETRATOREC S.A.,ACCIONES,1,3.91,5115,19999.65,G
497,2023-01-23,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES PREFERIDAS,2500,2525,2,5050,Q
498,2023-01-23,HOLCIM ECUADOR S.A.,ACCIONES,3,53,8,424,Q
499,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,110,235.4,Q
500,2023-01-23,HOLCIM ECUADOR S.A.,ACCIONES,3,51,17,867,G
501,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1455,3099.15,Q
502,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,1150,2438,Q
503,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,1158,2454.96,Q
504,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,138,295.32,Q
505,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,862,1844.68,Q
506,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,654,1399.56,Q
507,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,11665,24729.8,Q
508,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1096,2334.48,Q
509,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1003,2136.39,Q
510,2023-01-23,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,15000,31800,Q
511,2023-01-23,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,1822,2022.42,G
512,2023-01-23,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,27627,30665.97,G
513,2023-01-24,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
514,2023-01-24,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,4000,4440,G
516,2023-01-24,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,802,898.24,Q
518,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,6459,13693.08,Q
519,2023-01-24,BANCO BOLIVARIANO C.A.,ACCIONES,1,1,2000,2000,Q
520,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,51,108.63,Q
521,2023-01-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.96,105,100.8,Q
522,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,1500,3180,Q
523,2023-01-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.9,2800,2520,Q
524,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,1455,3084.6,Q
526,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,4732,10031.84,Q
528,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,4768,10108.16,Q
530,2023-01-24,CERVECERIA NACIONAL CN S A,ACCIONES,1,60,10,600,G
532,2023-01-24,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,107,228.98,G
534,2023-01-24,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.6,2790,1674,Q
548,2023-01-24,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
552,2023-01-24,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,4,400,Q
553,2023-01-25,CRIDESA,ACCIONES,1,4.6,216,993.6,G
554,2023-01-25,BANCO BOLIVARIANO C.A.,ACCIONES,1,1,12000,12000,G
555,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,5000,10600,G
556,2023-01-25,INDUSTRIAS ALES,ACCIONES,1,0.4,332546,133018.4,Q
557,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,8823,18704.76,G
558,2023-01-25,HOLCIM ECUADOR S.A.,ACCIONES,3,57,4,228,Q
559,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,153,327.42,G
560,2023-01-25,BOLSA DE VALORES DE QUITO,ACCIONES,1,1.85,1980,3663,Q
561,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,16,34.08,G
562,2023-01-25,CERVECERIA NACIONAL CN S A,ACCIONES,1,59.99,9,539.91,Q
563,2023-01-25,HOLDING TONICORP S.A.,ACCIONES,1,3.5,44,154,G
564,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1000,2130,Q
565,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,5149,10915.88,Q
566,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,2813,5963.56,Q
567,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1500,3195,Q
568,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,355,759.7,Q
569,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,5083,10775.96,Q
570,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,2594,5499.28,Q
571,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,3500,7420,Q
572,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,5000,10600,Q
573,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,620,1320.6,Q
574,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,367,781.71,Q
575,2023-01-25,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,480,1022.4,Q
576,2023-01-26,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
577,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,999,2127.87,Q
579,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,9430,19991.6,Q
581,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,4114,8721.68,Q
583,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.16,256,552.96,Q
585,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,6000,12720,Q
587,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,5100,10812,Q
589,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1446,3079.98,Q
591,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,241,518.15,Q
593,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,2803,5942.36,Q
595,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,570,1225.5,Q
597,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,574,1228.36,Q
599,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.15,465,999.75,Q
601,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,9557,20356.41,Q
603,2023-01-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,2600,2912,Q
605,2023-01-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,8275,9185.25,Q
607,2023-01-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,1000,1120,Q
609,2023-01-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,2322,2670.3,Q
611,2023-01-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,1982,2279.3,Q
613,2023-01-26,CERVECERIA NACIONAL CN S A,ACCIONES,1,53,4,212,Q
615,2023-01-26,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,148,315.24,G
617,2023-01-26,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.65,2695,1751.75,G
622,2023-01-26,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.85,2753,2340.05,Q
623,2023-01-26,BANCO PICHINCHA C.A.,ACCIONES,100,77,25,1925,Q
624,2023-01-27,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,4688,5250.56,Q
625,2023-01-27,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.95,105,99.75,Q
626,2023-01-27,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,1738,1946.56,Q
627,2023-01-27,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
628,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,3043,6481.59,Q
630,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,909,1927.08,Q
632,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,487,1037.31,Q
634,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1000,2130,Q
636,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,2456,5206.72,Q
638,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,2337,5001.18,Q
640,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,467,999.38,Q
642,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,481,1024.53,Q
644,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,100,214,Q
646,2023-01-27,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,136,288.32,Q
657,2023-01-27,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
666,2023-01-27,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
667,2023-01-27,BANCO PICHINCHA C.A.,ACCIONES,100,80,128,10240,G
668,2023-01-27,BOLSA DE VALORES DE QUITO,ACCIONES,1,1.85,1142,2112.7,Q
669,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,164,347.68,Q
670,2023-01-30,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.88,1300,1144,Q
671,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,210,447.3,Q
673,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.14,930,1990.2,Q
674,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,340,720.8,Q
675,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,100,212,Q
676,2023-01-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,3053,3419.36,Q
677,2023-01-30,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.13,150,169.5,Q
678,2023-01-30,BEVERAGE BRAND PATENTS SA,ACCIONES,1,51,800,40800,Q
679,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,9077,19334.01,G
680,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1500,3195,G
681,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1218,2594.34,G
682,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.13,1000,2130,G
683,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,95,201.4,G
684,2023-01-30,CORPORACION FAVORITA C.A.,ACCIONES,1,2.1,537,1127.7,G
685,2023-01-30,CERVECERIA NACIONAL CN S A,ACCIONES,1,55,40,2200,Q
686,2023-01-31,BANCO PICHINCHA C.A.,ACCIONES,100,90,6,540,Q
687,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,705,1494.6,G
688,2023-01-31,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
689,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,360,763.2,G
691,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,163,345.56,Q
693,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,3500,7420,Q
695,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,26500,56180,Q
697,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,6287,13328.44,Q
699,2023-01-31,CORPORACION FAVORITA C.A.,ACCIONES,1,2.12,2163,4585.56,Q
